Bond_symbol,Issuer_name,Interest_rate,Maturity_date,Face_value,Underlying,Alt_Symbol,Suffix,Issue_type,Bypass_clearing,Currency_code,Flat,Bankrupt,Exchange
RTX31,RTX Corp. 6.00% SNR NTS 03/15/2031,6,03/15/2031,1000,RTX,,31,Corporate Bonds,NSCC,Regular Way,,,U
RTX32,RTX Corporation 2.375% SNR NTS 03/15/2032,2.375,03/15/2032,1000,RTX,,32,Corporate Bonds,NSCC,Regular Way,,,U
RTX33,RTX Corporation 5.15% SNR NTS 02/27/2033,5.15,02/27/2033,1000,RTX,,33,Corporate Bonds,NSCC,Regular Way,,,U
RTX34,RTX Corp. 6.10% SNR NTS 03/15/2034,6.1,03/15/2034,1000,RTX,,34,Corporate Bonds,NSCC,Regular Way,,,U
RTX50,RTX Corporation 3.125% SNR NTS 07/01/2050,3.125,07/01/2050,1000,RTX,,50,Corporate Bonds,NSCC,Regular Way,,,U
RTX52,RTX Corporation 3.03% SNR NTS 03/15/2052,3.03,03/15/2052,1000,RTX,,52,Corporate Bonds,NSCC,Regular Way,,,U
RTX53,RTX Corporation 5.375% SNR NTS 02/27/2053,5.375,02/27/2053,1000,RTX,,53,Corporate Bonds,NSCC,Regular Way,,,U
RTX54,RTX Corp. 6.40% SNR NTS 03/15/2054,6.4,03/15/2054,1000,RTX,,54,Corporate Bonds,NSCC,Regular Way,,,U
RVTY26,Revvity Inc. 1.875% Notes due 07/19/2026,1.875,07/19/2026,1000,RVTY,,26,Corporate Bonds,No Clearing,Euros,,,N
RVTY28,Revvity Inc. 1.90% SNR NTS 09/15/2028,1.9,09/15/2028,1000,RVTY,,28,Corporate Bonds,NSCC,Regular Way,,,U
RVTY29,Revvity Inc. 3.30% SNR NTS 09/15/2029,3.3,09/15/2029,1000,RVTY,,29,Corporate Bonds,NSCC,Regular Way,,,U
RVTY31,Revvity Inc. 2.55% SNR NTS 03/15/2031,2.55,03/15/2031,1000,RVTY,,31,Corporate Bonds,NSCC,Regular Way,,,U
RVTY31A,Revvity Inc. 2.25% SNR NTS 09/15/2031,2.25,09/15/2031,1000,RVTY,,31A,Corporate Bonds,NSCC,Regular Way,,,U
RVTY51,Revvity Inc. 3.625% SNR NTS 03/15/2051,3.625,03/15/2051,1000,RVTY,,51,Corporate Bonds,NSCC,Regular Way,,,U
RY27,Royal Bank of Canada 3.80% SNR NTS 10/07/2027,3.8,10/07/2027,1000,RY,,27,Corporate Bonds,No Clearing,Regular Way,,,U
RY28,Royal Bank of Canada 3.25 01/31/2028,3.25,01/31/2028,1000,RY,,28,Corporate Bonds,No Clearing,Regular Way,,,U
RY28A,Royal Bank of Canada 4.90% SNR NTS 01/12/2028,4.9,01/12/2028,1000,RY,,28A,Corporate Bonds,No Clearing,Regular Way,,,U
RY29,Royal Bank of Canada 4.00% SNR NTS 02/09/2029,4,02/09/2029,1000,RY,,29,Corporate Bonds,No Clearing,Regular Way,,,U
RY33,Royal Bank of Canada 3.75 02/15/2033,3.75,02/15/2033,1000,RY,,33,Corporate Bonds,No Clearing,Regular Way,,,U
RY33A,Royal Bank of Canada 5.00% SNR NTS 02/01/2033,5,02/01/2033,1000,RY,,33A,Corporate Bonds,No Clearing,Regular Way,,,U
RY42,Royal Bank of Canada 4.05 09/19/2042,4.05,09/19/2042,1000,RY,,42,Corporate Bonds,No Clearing,Regular Way,,,U
RYN31,Rayonier L P 2.75% SNR NTS 05/17/2031,2.75,05/17/2031,1000,RYN,,31,Corporate Bonds,NSCC,Regular Way,,,U
SAFE/31,Safehold GL Holdings LLC 2.80% SNR NTS 06/15/2031,2.8,06/15/2031,1000,SAFE,/,31,Corporate Bonds,NSCC,Regular Way,,,U
SAFE/34,Safehold GL Holdings LLC 6.10% SNR NTS 04/01/2034,6.1,04/01/2034,1000,SAFE,/,34,Corporate Bonds,NSCC,Regular Way,,,U
SAFE/35,Safehold GL Holdings LLC 5.65% SNR NTS 01/15/2035,5.65,01/15/2035,1000,SAFE,/,35,Corporate Bonds,NSCC,Regular Way,,,U
SAN/27,"Santander Holdings USA, Inc.. 4.40% 07/13/2027",4.4,07/13/2027,1000,SAN,/,27,Corporate Bonds,NSCC,Regular Way,,,U
SAN/27A,Santander UK Group Holdings plc 1.673% Fixed to Float SNR NTS 06/14/2027,1.673,06/14/2027,1000,SAN,/,27A,Corporate Bonds,No Clearing,Regular Way,,,N
SAN/28,Santander UK Group Holdings plc 3.823% Fixed Rate/ Floating Rate Notes due 11/03/2028,3.823,11/03/2028,1000,SAN,/,28,Corporate Bonds,No Clearing,Regular Way,,,N
SAN/28A,Santander UK Group Holdings plc 2.469% Fixed to Floating Rate Notes 01/11/2028,2.469,01/11/2028,1000,SAN,/,28A,Corporate Bonds,No Clearing,Regular Way,,,N
SAN/29,Abbey National Plc 7.95% DEB 10/26/2029,7.95,10/26/2029,1000,SAN,/,29,Corporate Bonds,NSCC,Regular Way,,,U
SAN/29B,Santander UK Group Holdings plc 6.534% Fixed to Float SNR NTS 01/10/2029,6.534,01/10/2029,1000,SAN,/,29B,Corporate Bonds,NSCC,Regular Way,,,N
SAN/29C,Santander UK Group Holdings plc 4.320% Fixed Rate/Floating Rate Notes due 09/22/2029,4.32,09/22/2029,1000,SAN,/,29C,Corporate Bonds,No Clearing,Regular Way,,,N
SAN/29D,Santander UK Group Holdings plc Floating Rate Notes due 09/22/2029,0,09/22/2029,1000,SAN,/,29D,Corporate Bonds,No Clearing,Regular Way,,,N
SAN/30,Santander UK Group Holdings plc 4.858% Fixed Rate to Floating Rate Notes due 09/11/2030,4.858,09/11/2030,1000,SAN,/,30,Corporate Bonds,No Clearing,Regular Way,,,N
SAN/32,Santander UK Group Holdings plc 2.896% Fixed to Float SNR NTS 03/15/2032,2.896,03/15/2032,1000,SAN,/,32,Corporate Bonds,NSCC,Regular Way,,,N
SAN/36,Santander UK Group Holdings plc 5.136% Fixed Rate/Floating Rate Notes due 09/22/2036,5.136,09/22/2036,1000,SAN,/,36,Corporate Bonds,No Clearing,Regular Way,,,N
SAN27,"Banco Santander, S.A. 4.25% 04/11/2027 Face Value 200,000",4.25,04/11/2027,200000,SAN,,27,Corporate Bonds,NSCC,Regular Way,,,N
SAN27A,Banco Santander S.A.Series 114 1.722% SNR Non Preferred Fixed-to-Fixed 09/14/2027,1.722,09/14/2027,1000,SAN,,27A,Corporate Bonds,No Clearing,Regular Way,,,N
SAN27B,Banco Santander S.A. Series 162 5.294 SNR Non-PREF NTS 08/18/2027,5.294,08/18/2027,1000,SAN,,27B,Corporate Bonds,NSCC,Regular Way,,,N
SAN27C,Banco Santander S.A. Series SP-201 6.527% Senior Preferred Callable Fixed to- Fixed Rate Notes due 11/07/2027,6.527,11/07/2027,1000,SAN,,27C,Corporate Bonds,No Clearing,Regular Way,,,N
SAN28,"Banco Santander, S.A. 3.80% Notes 2/23/2028 Face Value 200,000",3.8,02/23/2028,200000,SAN,,28,Corporate Bonds,NSCC,Regular Way,,,N
SAN28A,"Banco Santander S.A. 4.379% SR NTS  04/12/2028 Face Value 200,000",4.379,04/12/2028,200000,SAN,,28A,Corporate Bonds,NSCC,Regular Way,,,N
SAN28B,"Banco Santander, S.A. 4.175% SNR NON-PREF NTS 03/24/2028",4.175,03/24/2028,1000,SAN,,28B,Corporate Bonds,NSCC,Regular Way,,,N
SAN28C,Banco Santander S.A.Series SP-179 5.588% SNR PFD Notes due 08/08/2028,5.588,08/08/2028,1000,SAN,,28C,Corporate Bonds,NSCC,Regular Way,,,N
SAN28D,Banco Santander S.A. Series SP-201 6.607% Senior Preferred Fixed Rate Notes due 11/07/2028,6.607,11/07/2028,1000,SAN,,28D,Corporate Bonds,NSCC,Regular Way,,,N
SAN28E,Banco Santander S.A. Series SNP-217 Senior Non Preferred Callable Floating Rate Notes due 03/14/2028,0,03/14/2028,1000,SAN,,28E,Corporate Bonds,No Clearing,Regular Way,,,N
SAN28F,Banco Santander S.A. Series SNP-218 5.552% Senior Non Preferred Callable Fixed-to-Fixed Rate Notes due  03/14/2028,5.552,03/14/2028,1000,SAN,,28F,Corporate Bonds,No Clearing,Regular Way,,,N
SAN28G,Banco Santander S.A. Series SP-229 Senior Preferred Callable Floating Rate Notes due 07/15/2028,0,07/15/2028,1000,SAN,,28G,Corporate Bonds,No Clearing,Regular Way,,,N
SAN28H,Banco Santander S.A. Series SP-230 5.365% Senior Preferred Callable Fixed-to-Fixed Rate Notes due 07/15/2028,5.365,07/15/2028,1000,SAN,,28H,Corporate Bonds,No Clearing,Regular Way,,,N
SAN29,"Banco Santander, S.A. 3.306% SNR NTS 06/27/2029",3.306,06/27/2029,1000,SAN,,29,Corporate Bonds,NSCC,Regular Way,,,N
SAN29A,Banco Santander S.A. Series SNP-266 4.600% Senior Non-Preferred Fixed Rate Notes due 04/15/2029,4.6,04/15/2029,1000,SAN,,29A,Corporate Bonds,NSCC,Regular Way,,,N
SAN29B,Banco Santander S.A. Series SNP-269 Senior Non Preferred Floating Rate Notes due 04/15/2029,0,04/15/2029,1000,SAN,,29B,Corporate Bonds,No Clearing,Regular Way,,,N
SAN30,"Banco Santander, S.A. 3.49% SNR NON-PREF NTS 05/28/2030",3.49,05/28/2030,1000,SAN,,30,Corporate Bonds,NSCC,Regular Way,,,N
SAN30A,Banco Santander S.A. 2.749% Tier 2 SUB NTS 12/03/2030,2.749,12/03/2030,1000,SAN,,30A,Corporate Bonds,NSCC,Regular Way,,,N
SAN30B,Banco Santander S.A. Series SNP-219 5.538% Senior Non Preferred Callable Fixed-to-Fixed Rate Notes due 03/14/2030,5.538,03/14/2030,1000,SAN,,30B,Corporate Bonds,No Clearing,Regular Way,,,N
SAN30C,Banco Santander S.A. Series SNP-241 5.565% Senior Non-Preferred Fixed Rate Notes due 01/17/2030,5.565,01/17/2030,1000,SAN,,30C,Corporate Bonds,NSCC,Regular Way,,,N
SAN30D,Banco Santander S.A. Series SNP-254 Senior Non Preferred Floating Rate Notes due 11/06/2030,0,11/06/2030,1000,SAN,,30D,Corporate Bonds,No Clearing,Regular Way,,,N
SAN30E,Banco Santander S.A. Series SNP-252 4.551% Senior Non Preferred Fixed Rate Notes due 11/06/2030,4.551,11/06/2030,1000,SAN,,30E,Corporate Bonds,No Clearing,Regular Way,,,N
SAN31,Banco Santander S.A. Series 107. 2.958% SNR NTS 03/25/2031,2.958,03/25/2031,1000,SAN,,31,Corporate Bonds,NSCC,Regular Way,,,N
SAN31A,Banco Santander S.A. Series SP-232 5.439% Senior Preferred Fixed Rate Notes due 07/15/2031,5.439,07/15/2031,1000,SAN,,31A,Corporate Bonds,NSCC,Regular Way,,,N
SAN31B,Santander UK Group Holdings plc 5.694% Fixed Rate/Floating Rate Notes due  04/15/2031,5.694,04/15/2031,1000,SAN,,31B,Corporate Bonds,No Clearing,Regular Way,,,N
SAN31C,Banco Santander S.A. Series SNP-267 4.867% Senior Non-Preferred Fixed Rate Notes due 04/15/2031,4.867,04/15/2031,1000,SAN,,31C,Corporate Bonds,NSCC,Regular Way,,,N
SAN32,Banco Santander S.A Series 125 3.225% Tier 2 SUB Fixed-to-Fixed NTS 11/22/2032,3.225,11/22/2032,1000,SAN,,32,Corporate Bonds,No Clearing,Regular Way,,,N
SAN33,Banco Santander S.A.Series SUBSAN-189 6.921% Tier 2 Subordinated Fixed Rate Notes due 08/08/2033,6.921,08/08/2033,1000,SAN,,33,Corporate Bonds,NSCC,Regular Way,,,N
SAN33A,Banco Santander S.A. Series SP-201 6.938% Senior Preferred Fixed Rate Notes due 11/07/2033,6.938,11/07/2033,1000,SAN,,33A,Corporate Bonds,NSCC,Regular Way,,,N
SAN34,Banco Santander S.A. Series SUBSAN-221 6.350% Tier 2 Subordinated Fixed Rate Notes due  03/14/2034,6.35,03/14/2034,1000,SAN,,34,Corporate Bonds,NSCC,Regular Way,,,N
SAN35,Banco Santander S.A. Series SNP-242 6.033% Senior Non-Preferred Fixed Rate Notes due 01/17/2035,6.033,01/17/2035,1000,SAN,,35,Corporate Bonds,NSCC,Regular Way,,,N
SAN35A,Banco Santander S.A. Series SNP-253 5.127% Senior Non Preferred Fixed Rate Notes due 11/06/2035,5.127,11/06/2035,1000,SAN,,35A,Corporate Bonds,No Clearing,Regular Way,,,N
SAN36,Banco Santander S.A. Series SNP-268 5.437% Senior Non-Preferred Fixed Rate Notes due 04/15/2036,5.437,04/15/2036,1000,SAN,,36,Corporate Bonds,NSCC,Regular Way,,,N
SANP1,Banco Santander S.A. Series 10 4.750% Contingent (Fixed to Float) Convertible Perpetual Preferred Tier 1,4.75,06/09/2121,200000,SAN,,P1,Corporate Bonds,No Clearing,Regular Way,,,N
SANP2,Banco Santander S.A. Series 11 4.125% Contingent (Fixed to Float) Convertible Perpetual Preferred Tier 1,4.125,06/09/2121,200000,SAN,,P2,Corporate Bonds,No Clearing,Euros,,,N
SANP3,Banco Santander S.A. Series 13 9.625% Non-Step-Up Non-Cumulative Contingent Convertible Perpetual   Preferred Tier 1 Securities,9.625,11/30/2123,200000,SAN,,P3,Corporate Bonds,No Clearing,Regular Way,,,N
SANP4,Banco Santander S.A. Series 14 9.625% Non-Step-Up Non-Cumulative Contingent Convertible Perpetual   Preferred Tier 1 Securities,9.625,11/30/2123,200000,SAN,,P4,Corporate Bonds,No Clearing,Regular Way,,,N
SANP5,Banco Santander S.A. Series 16 8.000% Non-Step-Up Non-Cumulative Contingent Convertible Perpetual Preferred Tier 1 Securities,8,08/09/2124,1000,SAN,,P5,Corporate Bonds,No Clearing,Regular Way,,,N
SAR/27,Saratoga Investment Corp. 4.35% SNR NTS 02/28/2027,4.35,02/28/2027,1000,SAR,/,27,Corporate Bonds,NSCC,Regular Way,,,U
SCCO/28,Grupo Minero Mexico SA de CV  9.25% GTD SNR 04/01/2028,9.25,04/01/2028,1000,SCCO,/,28,Corporate Bonds,NSCC,Regular Way,,,U
SCCO/40,Southern Copper Corporation 6.75% NTS 04/16/2040,6.75,04/16/2040,1000,SCCO,/,40,Corporate Bonds,NSCC,Regular Way,,,U
SCCO35,Southern Copper Corporation 7.50% NTS 07/27/2035,7.5,07/27/2035,1000,SCCO,,35,Corporate Bonds,NSCC,Regular Way,,,U
SCCO42,Southern Copper Corporation 5.25% 11/08/2042,5.25,11/08/2042,1000,SCCO,,42,Corporate Bonds,NSCC,Regular Way,,,U
SCCO45,Southern Copper Corporation 5.875% 04/23/2045,5.875,04/23/2045,1000,SCCO,,45,Corporate Bonds,NSCC,Regular Way,,,U
SCHW/27,TD Ameritrade Holding Corporation 3.30% SNR NTS 04/01/2027,3.3,04/01/2027,1000,SCHW,/,27,Corporate Bonds,NSCC,Regular Way,,,U
SCHW/29,TD Ameritrade Holding Corporation 2.75% SNR NTS 10/01/2029,2.75,10/01/2029,1000,SCHW,/,29,Corporate Bonds,NSCC,Regular Way,,,U
SCHW26B,The Charles Schwab Corporation 1.15% SNR NTS 05/13/2026,1.15,05/13/2026,1000,SCHW,,26B,Corporate Bonds,NSCC,Regular Way,,,U
SCHW26C,The Charles Schwab Corporation 5.875% SNR NTS 08/24/2026,5.875,08/24/2026,1000,SCHW,,26C,Corporate Bonds,NSCC,Regular Way,,,U
SCHW27,The Charles Schwab Corporation 3.2 03/02/2027,3.2,03/02/2027,1000,SCHW,,27,Corporate Bonds,NSCC,Regular Way,,,U
SCHW27A,The Charles Schwab Corporation 2.45% SNR NTS 03/03/2027,2.45,03/03/2027,1000,SCHW,,27A,Corporate Bonds,NSCC,Regular Way,,,U
SCHW28,The Charles Schwab Corporation 3.2 01/25/2028,3.2,01/25/2028,1000,SCHW,,28,Corporate Bonds,NSCC,Regular Way,,,U
SCHW28A,The Charles Schwab Corporation 2.00% SNR NTS 03/20/2028,2,03/20/2028,1000,SCHW,,28A,Corporate Bonds,NSCC,Regular Way,,,U
SCHW29,The Charles Schwab Corporation 4.00% 02/01/2029,4,02/01/2029,1000,SCHW,,29,Corporate Bonds,NSCC,Regular Way,,,U
SCHW29A,The Charles Schwab Corporation 3.25% SNR NTS 05/22/2029,3.25,05/22/2029,1000,SCHW,,29A,Corporate Bonds,NSCC,Regular Way,,,U
SCHW30A,The Charles Schwab Corporation 4.625% SNR NTS 03/22/2030,4.625,03/22/2030,1000,SCHW,,30A,Corporate Bonds,NSCC,Regular Way,,,U
SCHW31,The Charles Schwab Corporation 1.65% SNR NTS 03/11/2031,1.65,03/11/2031,1000,SCHW,,31,Corporate Bonds,NSCC,Regular Way,,,U
SCHW31A,The Charles Schwab Corporation 2.30% SNR NTS 05/13/2031,2.3,05/13/2031,1000,SCHW,,31A,Corporate Bonds,NSCC,Regular Way,,,U
SCHW31B,The Charles Schwab Corporation 1.95% SNR NTS 12/01/2031,1.95,12/01/2031,1000,SCHW,,31B,Corporate Bonds,NSCC,Regular Way,,,U
SCHW32,The Charles Schwab Corporation 2.90% SNR NTS 03/03/2032,2.9,03/03/2032,1000,SCHW,,32,Corporate Bonds,NSCC,Regular Way,,,U
SCI27,Service Corporation International 7.5% SNR NTS 04/01/2027,7.5,04/01/2027,1000,SCI,,27,Corporate Bonds,NSCC,Regular Way,,,U
SCI27A,Service Corporation International 4.625 12/15/2027,4.625,12/15/2027,1000,SCI,,27A,Corporate Bonds,NSCC,Regular Way,,,U
SCI29,Service Corporation International 5.125% SNR NTS 06/01/2029,5.125,06/01/2029,1000,SCI,,29,Corporate Bonds,NSCC,Regular Way,,,U
SCI30,Service Corporation International 3.375% SNR  NTS 08/15/2030,3.375,08/15/2030,1000,SCI,,30,Corporate Bonds,NSCC,Regular Way,,,U
SCI31,Service Corporation International 4.00% SNR NTS 05/15/2031,4,05/15/2031,1000,SCI,,31,Corporate Bonds,NSCC,Regular Way,,,U
SCI32,Service Corporation International 5.75% SNR NTS 10/15/2032,5.75,10/15/2032,1000,SCI,,32,Corporate Bonds,NSCC,Regular Way,,,U
SCM30,Stellus Capital Investment Corporation 7.25% SNR NTS 04/01/2030,7.25,04/01/2030,1000,SCM,,30,Corporate Bonds,NSCC,Regular Way,,,U
SF30,Stifel Financial Corporation 4.00% SNR NTS 05/15/2030,4,05/15/2030,1000,SF,,30,Corporate Bonds,NSCC,Regular Way,,,U
SHEL/26,Shell International Finance BV 2.50% 09/12/2026,2.5,09/12/2026,1000,SHEL,/,26,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/26A,Shell International Finance BV 2.875% 05/10/2026,2.875,05/10/2026,1000,SHEL,/,26A,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/28,Shell International Finance B.V. 3.875%  SR NTS 11/13/2028,3.875,11/13/2028,1000,SHEL,/,28,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/29,Shell International Finance B.V. 2.375% SNR NTS 11/07/2029,2.375,11/07/2029,1000,SHEL,/,29,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/29A,Shell Finance US Inc. 2.375% Guaranteed Notes due 11/07/2029,2.375,11/07/2029,1000,SHEL,/,29A,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/30,Shell International Finance B.V. 2.75% UNSUB NTS 04/06/2030,2.75,04/06/2030,1000,SHEL,/,30,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/30A,Shell Finance US Inc. 2.750% Guaranteed Notes due 04/06/2030,2.75,04/06/2030,1000,SHEL,/,30A,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/30B,Shell Finance US Inc. 4.125% SNR NTS 11/06/2030,4.125,11/06/2030,1000,SHEL,/,30B,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/30C,Shell Finance US Inc. Floating Rate Guaranteed Notes due 11/06/2030,0,11/06/2030,1000,SHEL,/,30C,Corporate Bonds,No Clearing,Regular Way,,,N
SHEL/35,Shell International Finance B.V.  4.125% Guaranteed 05/11/2035,4.125,05/11/2035,1000,SHEL,/,35,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/35A,Shell Finance US Inc. 4.125% Guaranteed Notes due 05/11/2035,4.125,05/11/2035,1000,SHEL,/,35A,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/36,Shell Finance US Inc. 4.75% SNR NTS 01/06/2036,4.75,01/06/2036,1000,SHEL,/,36,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/38,Shell International Finance B.V.6.375% GTD NTS 12/15/2038,6.375,12/15/2038,1000,SHEL,/,38,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/40,Shell International Finance B.V.   5.50% GTD NTS 03/25/2040,5.5,03/25/2040,1000,SHEL,/,40,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/41,Shell International Finance B.V. 2.875% SNR NTS 11/26/2041,2.875,11/26/2041,1000,SHEL,/,41,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/42,Shell International Finance B.V. 3.625% Guaranteed Notes 08/21/2042,3.625,08/21/2042,1000,SHEL,/,42,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/43,Shell International Finance B.V.4.550% Guaranteed Notes 08/12/2043,4.55,08/12/2043,1000,SHEL,/,43,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/43A,Shell Finance US Inc. 4.550% Guaranteed Notes due 08/12/2043,4.55,08/12/2043,1000,SHEL,/,43A,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/45,Shell International Finance B.V  4.375% Guaranteed Notes 05/11/2045,4.375,05/11/2045,1000,SHEL,/,45,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/45A,Shell Finance US Inc. 4.375% Guaranteed Notes due 05/11/2045,4.375,05/11/2045,1000,SHEL,/,45A,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/46,Shell International Finance BV 3.75% 09/12/2046,3.75,09/12/2046,1000,SHEL,/,46,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/46A,Shell International Finance BV 4.00% 05/10/2046,4,05/10/2046,1000,SHEL,/,46A,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/46B,Shell Finance US Inc. 4.000% Guaranteed Notes due 05/10/2046,4,05/10/2046,1000,SHEL,/,46B,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/46C,Shell Finance US Inc. 3.750% Guaranteed Notes due 09/12/2046,3.75,09/12/2046,1000,SHEL,/,46C,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/49,Shell International Finance B.V. 3.125% SNR NTS 11/07/2049,3.125,11/07/2049,1000,SHEL,/,49,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/50,Shell International Finance B.V. 3.25% UNSUB NTS 04/06/2050,3.25,04/06/2050,1000,SHEL,/,50,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/50A,Shell Finance US Inc. 3.250% Guaranteed Notes due 04/06/2050,3.25,04/06/2050,1000,SHEL,/,50A,Corporate Bonds,NSCC,Regular Way,,,N
SHEL/51,Shell International Finance B.V.. 3.00% SNR NTS 11/26/2051,3,11/26/2051,1000,SHEL,/,51,Corporate Bonds,NSCC,Regular Way,,,N
SHW27A,The Sherwin-Williams Company 3.45 06/01/2027,3.45,06/01/2027,1000,SHW,,27A,Corporate Bonds,NSCC,Regular Way,,,U
SHW28,The Sherwin-Williams Company 4.55% SNR NTS 03/01/2028,4.55,03/01/2028,1000,SHW,,28,Corporate Bonds,NSCC,Regular Way,,,U
SHW28A,The Sherwin-Williams Company 4.30% SNR NTS 08/15/2028,4.3,08/15/2028,1000,SHW,,28A,Corporate Bonds,NSCC,Regular Way,,,U
SHW29,The Sherwin-Williams Company 2.95% SNR NTS 08/15/2029,2.95,08/15/2029,1000,SHW,,29,Corporate Bonds,NSCC,Regular Way,,,U
SHW30,The Sherwin-Williams Company 2.30% SNR NTS 05/15/2030,2.3,05/15/2030,1000,SHW,,30,Corporate Bonds,NSCC,Regular Way,,,U
SHW30A,The Sherwin-Williams Company 4.50% SNR NTS 08/15/2030,4.5,08/15/2030,1000,SHW,,30A,Corporate Bonds,NSCC,Regular Way,,,U
SHW31,The Sherwin-Williams Company 4.80% SNR NTS 09/01/2031,4.8,09/01/2031,1000,SHW,,31,Corporate Bonds,NSCC,Regular Way,,,U
SHW35,The Sherwin-Williams Company 5.15% SNR NTS 08/15/2035,5.15,08/15/2035,1000,SHW,,35,Corporate Bonds,NSCC,Regular Way,,,U
SHW42,The Sherwin-Williams Company 4.00% 12/15/2042,4,12/15/2042,1000,SHW,,42,Corporate Bonds,NSCC,Regular Way,,,U
SHW45,The Sherwin-Williams Company 4.55% 08/01/2045,4.55,08/01/2045,1000,SHW,,45,Corporate Bonds,NSCC,Regular Way,,,U
SHW45A,Valspar Corp/The 4.4% 2/1/2045,4.4,02/01/2045,1000,SHW,,45A,Corporate Bonds,NSCC,Regular Way,,,U
SHW45B,The Sherwin-Williams Company 4.4 02/01/2045,4.4,02/01/2045,1000,SHW,,45B,Corporate Bonds,NSCC,Regular Way,,,U
SHW47,The Sherwin-Williams Company 4.5 06/01/2047,4.5,06/01/2047,1000,SHW,,47,Corporate Bonds,NSCC,Regular Way,,,U
SHW49,The Sherwin-Williams Company 3.80% SNR NTS 08/15/2049,3.8,08/15/2049,1000,SHW,,49,Corporate Bonds,NSCC,Regular Way,,,U
SHW50,The Sherwin-Williams Company 2.35% SNR NTS 05/15/2050,2.35,05/15/2050,1000,SHW,,50,Corporate Bonds,NSCC,Regular Way,,,U
SJM27,J.M. Smucker Company 3.375% 12/15/2027,3.375,12/15/2027,1000,SJM,,27,Corporate Bonds,NSCC,Regular Way,,,U
SJM28,J.M. Smucker Company 5.90% UNSUB NTS 11/15/2028,5.9,11/15/2028,1000,SJM,,28,Corporate Bonds,NSCC,Regular Way,,,U
SJM30,J.M. Smucker Company 2.375% SNR NTS 03/15/2030,2.375,03/15/2030,1000,SJM,,30,Corporate Bonds,NSCC,Regular Way,,,U
SJM32,J.M. Smucker Company 2.125% SNR NTS 03/15/2032,2.125,03/15/2032,1000,SJM,,32,Corporate Bonds,NSCC,Regular Way,,,U
SJM33,J.M. Smucker Company 6.20% UNSUB NTS 11/15/2033,6.2,11/15/2033,1000,SJM,,33,Corporate Bonds,NSCC,Regular Way,,,U
SJM35,J.M. Smucker Company 4.25% 03/15/2035,4.25,03/15/2035,1000,SJM,,35,Corporate Bonds,NSCC,Regular Way,,,U
SJM41,J.M. Smucker Company 2.75% SNR NTS 09/15/2041,2.75,09/15/2041,1000,SJM,,41,Corporate Bonds,NSCC,Regular Way,,,U
SJM43,J.M. Smucker Company 6.50% UNSUB NTS 11/15/2043,6.5,11/15/2043,1000,SJM,,43,Corporate Bonds,NSCC,Regular Way,,,U
SJM45,J.M. Smucker Company 4.375% 03/15/2045,4.375,03/15/2045,1000,SJM,,45,Corporate Bonds,NSCC,Regular Way,,,U
SJM50,J.M. Smucker Company 3.55% SNR NTS 03/15/2050,3.55,03/15/2050,1000,SJM,,50,Corporate Bonds,NSCC,Regular Way,,,U
SJM53,J.M. Smucker Company 6.50% UNSUB NTS 11/15/2053,6.5,11/15/2053,1000,SJM,,53,Corporate Bonds,NSCC,Regular Way,,,U
SKT/27,Tanger Properties Limited Partnership 3.875 07/15/2027,3.875,07/15/2027,1000,SKT,/,27,Corporate Bonds,NSCC,Regular Way,,,U
SKT/31,Tanger Properties Limited Partnership 2.75% SNR NTS 09/01/2031,2.75,09/01/2031,1000,SKT,/,31,Corporate Bonds,NSCC,Regular Way,,,U
SKT26,Tanger Properties Limited Partnership 3.125% 09/01/2026,3.125,09/01/2026,1000,SKT,,26,Corporate Bonds,NSCC,Regular Way,,,U
SLB/30,Schlumberger Investment SA 2.65% SNR NTS 06/26/2030,2.65,06/26/2030,1000,SLB,/,30,Corporate Bonds,NSCC,Regular Way,,,U
SLB/34,Schlumberger Investment SA 5.00% SNR NTS 06/01/2034,5,06/01/2034,1000,SLB,/,34,Corporate Bonds,NSCC,Regular Way,,,U
