date	old_codes	new_codes	tables	line_numbers	description
2011q4	123065005	143065005	Flows_matrix, Levels_matrix	31:3, 21:3	Nonfinancial business; total mortgages; asset
2011q4	123066005	143066005	Flows_matrix, Levels_matrix	32:3, 22:3	Nonfinancial business; consumer credit; asset
2011q4	123165105	143165105			Nonfinancial business; home mortgages; liability
2011q4	123165405	143165405			Nonfinancial business; multifamily residential mortgages; liability
2011q4	123165505	143165505			Nonfinancial business; commercial mortgages; liability
2011q4	124004005	144004005	Flows_matrix, Levels_matrix	23:3, 13:3	Nonfinancial business; credit market instruments; asset
2011q4	124104005	Deleted			Nonfarm business; credit market instruments; liability
2011q4	125020003	145020013			Nonfinancial business; inventories (excluding farms)
2011q4	135035003	135035005			Farm business; real estate (USDA)
2011q4	142090205	112090205	F.103, F.227, Flows_matrix, Flows_matrix, S.4.Q, S.4.A, L.227, B.103, R.103, Levels_matrix, Levels_matrix, S.4.Q, S.4.A	29, 2, 40:4, 40:10, 49, 56, 2, 31, 19, 30:4, 30:10, 107, 114	Nonfinancial noncorporate business; proprietors' equity in noncorporate business (net worth)
2011q4	145050905	Deleted			Nonfinancial business; capital formation, net (IMA)
2011q4	147005005	107005005	F.101, F.102, F.11, Flows_matrix	40, 53, 3, 42:3	Nonfinancial corporate business; sector discrepancy
2011q4	175020005	115020005	S.2.Q, S.4.Q, S.2.A, S.4.A, S.4.Q, S.4.A	36, 22, 36, 29, 77, 84	Nonfinancial noncorporate business; inventories 
2011q4	642150003	642150073			Mortgage real estate investment trusts; federal funds and security repurchase agreements; liability
2011q4	643020003	643020005			Real estate investment trusts; checkable deposits and currency; asset
2011q4	643061703	643061773	F.128, L.128	25, 20	Mortgage real estate investment trusts; agency- and GSE-backed securities; asset
2011q4	643061773	643061743			Mortgage real estate investment trusts; securitized agency- and GSE-backed securities; asset
2011q4	643063003	643063005			Real estate investment trusts; corporate and foreign bonds; asset
2011q4	643065103	643065105			Real estate investment trusts; home mortgages; asset
2011q4	643065403	643065405			Real estate investment trusts; multifamily residential mortgages; asset
2011q4	643065503	643065505			Real estate investment trusts; commercial mortgages; asset
2011q4	643163003	643163005			Real estate investment trusts; corporate and foreign bonds; liability
2011q4	643165403	643165483			Equity real estate investment trusts; multifamily residential mortgages; liability
2011q4	643165503	643165583			Equity real estate investment trusts; commercial mortgages; liability
2011q4	643168003	643168005			Real estate investment trusts; bank loans not elsewhere classified; liability
2011q4	643169103	643169173			Mortgage real estate investment trusts; commercial paper; liability
2011q4	644090643	644090073			Mortgage real estate investment trusts; total assets (balance sheet)
2011q4	645013643	645013083			Equity real estate investment trusts; gross fixed investment, nonresidential structures (balance sheet)
2011q4	645013645	645013685			Equity real estate investment trusts; nonresidential structures (balance sheet)
2011q4	645080003	645080005			Real estate investment trusts; equity capital 
2011q4	646330043	646330083			Equity real estate investment trusts; consumption of fixed capital, nonresidential structures (REITs balance sheet)
2011q4	815015005	Deleted			Other financial intermediaries; equipment, software, and structures, current cost basis
2011q4	816006305	Deleted			Other financial intermediaries; net saving including foreign earnings retained abroad and CCAdj
2012q1	New	443065183			Savings institutions; construction loans on one-to-four family homes; asset
2012q1	New	762150005	F.110, F.207, L.110, L.207	43, 4, 41, 4	U.S.-chartered depository institutions; federal funds and security repurchase agreements (net); liability
2012q1	New	763013005	F.110, F.203, L.110, L.203	5, 17, 3, 17	U.S.-chartered depository institutions; depository institution reserves; asset
2012q1	New	763020005	F.203, L.203	10, 10	U.S.-chartered depository institutions; vault cash and reserves at the Federal Reserve; asset
2012q1	New	763061005			U.S.-chartered depository institutions; total U.S. government securities; asset
2012q1	New	763061105	F.110, F.209, L.110, L.209	8, 14, 6, 14	U.S.-chartered depository institutions; Treasury securities; asset
2012q1	New	763061305	F.110, L.110	11, 9	U.S.-chartered depository institutions; agency issued commercial mortgage pass-through securities; asset
2012q1	New	763061405	F.110, L.110	13, 11	U.S.-chartered depository institutions; agency issued commercial CMOs and other structured MBS; asset
2012q1	New	763061605	F.110, L.110	12, 10	U.S.-chartered depository institutions; agency issued residential CMOs and other structured MBS; asset
2012q1	New	763061705	F.110, F.210, L.110	9, 12, 7	U.S.-chartered depository institutions; agency- and GSE-backed securities; asset
2012q1	New	763061795	F.110, L.110	14, 12	U.S.-chartered depository institutions; agency- and GSE-backed securities, excluding MBS and CMOs; asset
2012q1	New	763061805	F.110, L.110	10, 8	U.S.-chartered depository institutions; agency issued residential mortgage pass-through securities; asset
2012q1	New	763062005	F.110, F.211, L.110, L.211	15, 13, 13, 13	U.S.-chartered depository institutions; municipal securities and loans; asset
2012q1	New	763063005	F.110, F.212, L.110, L.212	16, 17, 14, 17	U.S.-chartered depository institutions; corporate and foreign bonds; asset
2012q1	New	763063095	F.110, L.110	21, 19	U.S.-chartered depository institutions; corporate and foreign bonds, excluding private MBS and CMOs; asset
2012q1	New	763063605	F.110, L.110	19, 17	U.S.-chartered depository institutions; private residential CMOs and other structured MBS; asset
2012q1	New	763063905	F.110, L.110	20, 18	U.S.-chartered depository institutions; private commercial CMOs and other structured MBS; asset
2012q1	New	763064005			U.S.-chartered depository institutions; corporate equities and mutual fund shares; asset
2012q1	New	763064105	F.110, F.213, L.110, L.213	26, 21, 24, 11	U.S.-chartered depository institutions; corporate equities; asset
2012q1	New	763065005	F.110, F.217, L.110, L.217	24, 19, 22, 19	U.S.-chartered depository institutions; total mortgages; asset
2012q1	New	763065105	F.218, L.218	11, 11	U.S.-chartered depository institutions; home mortgages, including farm houses; asset
2012q1	New	763065125	F.218, L.218	24, 24	U.S.-chartered depository institutions; home equity loans; asset
2012q1	New	763065185			U.S.-chartered depository institutions; construction loans on one-to-four family homes; asset
2012q1	New	763065205			U.S.-chartered depository institutions; home equity lines of credit; asset
2012q1	New	763065305			U.S.-chartered depository institutions; home mortgages secured by junior liens; asset
2012q1	New	763065405	F.219, L.219	12, 12	U.S.-chartered depository institutions; multifamily residential mortgages; asset
2012q1	New	763065505	F.220, L.220	12, 12	U.S.-chartered depository institutions; commercial mortgages; asset
2012q1	New	763065605	F.221, L.221	9, 9	U.S.-chartered depository institutions; farm mortgages; asset
2012q1	New	763065775	F.110, L.110	17, 15	U.S.-chartered depository institutions; private residential mortgage-backed securities; asset
2012q1	New	763065905	F.110, L.110	18, 16	U.S.-chartered depository institutions; private commercial mortgage-backed securities; asset
2012q1	New	763066005			U.S.-chartered depository institutions; loans to individuals; asset
2012q1	New	763066105			U.S.-chartered depository institutions; revolving consumer credit; asset
2012q1	New	763066115			U.S.-chartered depository institutions; consumer credit, credit cards; asset 
2012q1	New	763066205			U.S.-chartered depository institutions; consumer credit, other consumer loans; asset
2012q1	New	763066405			U.S.-chartered depository institutions; consumer credit, auto loans; asset
2012q1	New	763066505			U.S.-chartered depository institutions; revolving consumer credit, other than credit cards; asset
2012q1	New	763068005	F.110, F.215, L.110, L.215	22, 18, 20, 18	U.S.-chartered depository institutions; depository institution loans n.e.c.; asset 
2012q1	New	763069175	F.110, F.208, L.110, L.208	7, 23, 5, 23	U.S.-chartered depository institutions; open market paper; asset
2012q1	New	763081005			U.S.-chartered depository institutions; equity and investment fund shares; asset (IMA)
2012q1	New	763090005	F.110, F.228, L.110, L.228	30, 28, 28, 28	U.S.-chartered depository institutions; total miscellaneous assets
2012q1	New	763092405	F.229, L.229	31, 25	U.S.-chartered depository institutions; equity in FHLB; asset
2012q1	New	763093005	F.231, L.231	25, 25	U.S.-chartered depository institutions; unidentified miscellaneous assets
2012q1	New	763127005	F.110, F.204, L.110, L.204	37, 7, 35, 7	U.S.-chartered depository institutions; checkable deposits; liability
2012q1	New	763129205	F.110, F.204, L.110, L.204	40, 10, 38, 10	U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability
2012q1	New	763130005			U.S.-chartered depository institutions; total time and savings deposits; liability
2012q1	New	763131005	F.110, F.205, L.110, L.205	41, 3, 39, 3	U.S.-chartered depository institutions; small time and savings deposits; liability
2012q1	New	763131575	F.225.i, L.225.i	2, 2	U.S.-chartered depository institutions; IRAs and Keoghs; liability
2012q1	New	763135005	F.110, F.205, L.110, L.205	42, 8, 40, 8	U.S.-chartered depository institutions; large time deposits; liability
2012q1	New	763163005	F.109, F.110, F.212, L.109, L.110, L.212	30, 46, 5, 27, 44, 5	U.S.-chartered depository institutions; corporate and foreign bonds; liability
2012q1	New	763164105	F.109, F.110, F.213	32, 48, 5	U.S.-chartered depository institutions; corporate equities; liability
2012q1	New	763169305	F.110, F.216, L.110, L.216	47, 27, 45, 27	U.S.-chartered depository institutions; FHLB advances and Sallie Mae loans; liability
2012q1	New	763178005	F.109, F.110, F.226, L.109, L.110, L.226	33, 49, 4, 29, 46, 4	U.S.-chartered depository institutions; taxes payable (net); liability
2012q1	New	763181005			U.S.-chartered depository institutions; equity and investment fund shares; liability (IMA)
2012q1	New	763190005	F.110, F.228, L.110, L.228	50, 8, 47, 8	U.S.-chartered depository institutions; total miscellaneous liabilities
2012q1	New	763193005	F.110, F.231, L.110, L.231	52, 7, 49, 7	U.S.-chartered depository institutions; unidentified miscellaneous liabilities
2012q1	New	763194735	F.109, F.110, F.128, F.229, L.109, L.110, L.128, L.229	35, 51, 13, 34, 31, 48, 11, 28	U.S.-chartered depository institutions; net transactions due to holding companies, excluding foreign bank subsidiaries; liability
2012q1	New	764035005			U.S.-chartered depository institutions; total loans; asset 
2012q1	New	764041005			U.S.-chartered depository institutions; short-term loans; asset
2012q1	New	764141005			U.S.-chartered depository institutions; short-term loans including repurchase agreements; liability
2012q1	New	766330005			U.S.-chartered depository institutions; consumption of fixed capital, nonresidential equipment, software, and structures, current cost basis
2012q1	New	766330025			U.S.-chartered depository institutions; consumption of fixed capital, nonresidential equipment and software, current cost basis
2012q1	New	766330065			U.S.-chartered depository institutions; consumption of fixed capital, nonresidential structures, current cost basis
2012q1	New	764002005			U.S.-chartered depository institutions; credit and equity market instruments; asset
2012q1	New	764004005	F.1, F.110, L.1, L.110	32, 6, 32, 4	U.S.-chartered depository institutions; credit market instruments; asset
2012q1	New	764022005			U.S.-chartered depository institutions; debt securities; asset
2012q1	New	764090005	F.110, L.110	3, 1	U.S.-chartered depository institutions; total financial assets
2012q1	New	764102005			U.S.-chartered depository institutions; credit and equity market instruments; liability
2012q1	New	764104005	F.1, F.3, F.110, L.1, L.3, L.110	10, 10, 44, 10, 10, 42	U.S.-chartered depository institutions; credit market instruments; liability
2012q1	New	764190005	F.110, L.110	31, 29	U.S.-chartered depository institutions; total liabilities
2012q1	New	765000005			U.S.-chartered depository institutions; net lending (+) or borrowing (-) (financial account)
2012q1	New	765013005	F.110	2	U.S.-chartered depository institutions; gross fixed investment, nonresidential equipment, software, and structures
2012q1	New	765013025			U.S.-chartered depository institutions; gross fixed investment, nonresidential equipment and software
2012q1	New	765013065			U.S.-chartered depository institutions; gross fixed investment, nonresidential structures
2012q1	New	765013265			U.S.-chartered depository institutions; nonresidential equipment and software, current cost basis
2012q1	New	765013665			U.S.-chartered depository institutions; nonresidential structures, current cost basis
2012q1	New	765090005			U.S.-chartered depository institutions; gross investment
2012q1	New	766000105	F.110	1	U.S.-chartered depository institutions; gross saving including foreign earnings retained abroad and CCAdj less net capital transfers paid (other than for financial stabilization program)
2012q1	New	766006305			U.S.-chartered depository institutions; net saving including foreign earnings retained abroad and CCAdj less net capital transfers paid (other than for financial stabilization program)
2012q1	New	767005005	F.110, F.11	53, 9	U.S.-chartered depository institutions; sector discrepancy
2012q1	New	442150003			Savings institutions; federal funds and security repurchase agreements; liability
2012q1	New	443020003			Savings institutions; cash and balances due from depository institutions; asset (Call Report)
2012q1	New	443065203			Savings institutions; home equity lines of credit; asset 
2012q1	New	443065303			Savings institutions; home mortgages secured by junior liens; asset 
2012q1	New	443066403			Savings institutions; consumer credit, auto loans; asset
2012q1	New	444090010			Savings institutions; total assets (Call Report)
2012q1	New	445013403			Savings institutions; premises and fixed assets, book value 
2012q1	New	445013503			Savings institutions; other real estate owned, book value
2012q1	New	443066113			Savings institutions; consumer credit, credit cards; asset 
2012q1	New	444022005			Savings institutions; debt securities; asset
2012q1	New	474022005			Credit unions; debt securities; asset
2012q1	New	444035005			Savings institutions; total loans; asset
2012q1	New	444041005			Savings institutions; short-term loans; asset
2012q1	New	474041005			Credit unions; short-term loans; asset
2012q1	New	473081005			Credit unions; equity and investment fund shares; asset
2012q1	New	444141005			Savings institutions; short-term loans including security repurchase agreements; liability
2012q1	New	443135005			Savings institutions; large time deposits, excluding due from other depositories; liability
2012q1	New	443127005			Savings institutions; checkable deposits, excluding due from other depositories; liability
2012q1	New	703068005	F.109, L.109	13, 10	Private depository institutions; depository institution loans n.e.c.; asset 
2012q1	New	703069005	F.109, L.109	14, 11	Private depository institutions; other loans and advances; asset
2012q1	New	703067005	F.109, L.109	19, 16	Private depository institutions; security credit; asset
2012q1	New	703090005	F.109, L.109	21, 18	Private depository institutions; miscellaneous assets
2012q1	New	702150005	F.109, F.207, L.109, L.207	27, 3, 24, 3	Private depository institutions; federal funds and security repurchase agreements (net); liability
2012q1	New	704102005			Private depository institutions; credit and equity market instruments; liability
2012q1	New	704104005	F.109, L.109	28, 25	Private depository institutions; credit market instruments; liability
2012q1	New	703169005	F.109, L.109	31, 28	Private depository institutions; other loans and advances; liability
2012q1	New	703190005	F.109, L.109	34, 30	Private depository institutions; miscellaneous liabilities
2012q1	New	793168005	F.3, F.107, F.215, Flows_matrix, L.3, L.107, L.215, Levels_matrix	6, 43, 10, 29:12, 6, 37, 10, 19:12	Financial business; depository institution loans n.e.c.; liability
2012q1	New	472150005	F.113, F.207, L.113, L.207	21, 6, 19, 6	Credit unions; federal funds and security repurchase agreements (net) of the Corporate Credit Unions; liability
2012q1	New	744110005	F.112, F.203, L.112, L.203	14, 5, 12, 5	Banks in U.S.-affiliated areas; net interbank transactions; liability
2012q1	New	704110005	F.109, L.109	23, 20	Private depository institutions; net interbank transactions; liability
2012q1	New	443066205			Savings institutions; consumer credit, other consumer loans; asset 
2012q1	New	705090005			Private depository institutions; gross investment
2012q1	New	706006405			Private depository institutions; undistributed corporate profits excluding CCAdj
2012q1	New	703169305			Private depository institutions; FHLB advances and Sallie Mae loans; liability
2012q1	New	704002005			Private depository institutions; credit and equity market instruments; asset
2012q1	New	474110005	F.113, F.203, L.113, L.203	16, 6, 14, 6	Credit unions; net interbank transactions; liability
2012q1	New	474012205	F.203, L.203	38, 38	Credit unions; interbank transactions due from U.S. depository institutions; asset
2012q1	New	443068033			Savings institutions; depository institution loans n.e.c. to farms; asset
2012q1	New	443130123			Savings institutions; total time and savings deposits due to state and local governments; liability
2012q1	New	443130133			Savings institutions; total time and savings deposits due to federal government; liability
2012q1	New	133168005			Farm business; depository institution loans n.e.c.; liability
2012q1	New	203030005			State and local governments; total time and savings deposits; asset
2012q1	New	313030005	F.105, F.205, Flows_matrix, L.105, L.205, Levels_matrix	30, 18, 20:7, 4, 18, 10:7	Federal government; total time and savings deposits; asset
2012q1	New	443064203			Savings institutions; mutual fund shares; asset
2012q1	New	443067003			Savings institutions; security credit; asset
2012q1	New	443169333			Savings institutions; FHLB advances (Call Report); liability
2012q1	New	763064205	F.110, F.214, L.110, L.214	27, 7, 25, 7	U.S.-chartered depository institutions; mutual fund shares; asset
2012q1	New	763067005	F.110, F.127, F.224, F.224, L.110, L.127, L.224, L.224	28, 24, 6, 11, 26, 21, 6, 11	U.S.-chartered depository institutions; security credit; asset
2012q1	New	443169395			Savings institutions; FHLB advances (check); liability
2012q1	New	443064005			Savings institutions; corporate equities and mutual fund shares; asset
2012q1	New	443040013			Savings institutions; life insurance reserves (general account); asset 
2012q1	New	443040023			Savings institutions; life insurance reserves (separate account); asset
2012q1	New	443040005			Savings institutions; life insurance reserves; asset 
2012q1	New	763040005	F.109, F.110, F.225, L.109, L.110, L.225	20, 29, 6, 17, 27, 6	U.S.-chartered depository institutions; life insurance reserves; asset 
2012q1	New	443123023			Savings institutions; transaction deposits due to the federal government; liability
2012q1	New	443128003			Savings institutions; transaction deposits due to the state and local governments, including state and local government employee retirement funds; liability
2012q1	New	763123005	F.110, F.204, L.110, L.204	38, 8, 36, 8	U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability
2012q1	New	763066095			U.S.-chartered depository institutions; loans to individuals less consumer credit (check); asset
2012q1	New	763066000	F.110, F.222, L.110, L.222	25, 6, 23, 6	U.S.-chartered depository institutions; consumer credit; asset
2012q1	New	443068123			Savings institutions; commercial and industrial loans and leases to foreign addressees; asset
2012q1	New	443068463			Savings institutions; depository institution loans n.e.c. to foreign official institutions; asset
2012q1	New	443068473			Savings institutions; depository institution loans n.e.c. to foreign banks; asset
2012q1	New	443068133			Savings institutions; business leases; asset (Call Report; consolidated)
2012q1	New	443068203			Savings institutions; other loans; asset 
2012q1	New	763068105			U.S.-chartered depository institutions; depository institution loans n.e.c. to nonfinancial business; asset 
2012q1	New	443068005			Savings institutions; depository institution loans n.e.c.; asset
2012q1	New	443025003			Savings institutions; vault cash; asset
2012q1	New	763025005	F.108, F.109, F.110, F.203, F.203, L.108, L.109, L.110, L.203, L.203	31, 5, 4, 14, 15, 29, 2, 2, 14, 15	U.S.-chartered depository institutions; vault cash; asset
2012q1	New	443022003			Savings institutions; cash items in process of collection; asset
2012q1	New	764116005	F.110, L.110	36, 34	U.S.-chartered depository institutions; net interbank transactions with banks in foreign countries; liability
2012q1	New	764116205	F.203, L.203	24, 24	Commercial banking; net interbank transactions foreign affiliates including deposits at foreign banks; liability
2012q1	New	444016203			Savings institutions; deposits at foreign banks; asset
2012q1	New	764016205	F.203, L.203	31, 31	U.S.-chartered depository institutions; deposits at foreign banks; asset
2012q1	New	443092613			Savings institutions; net due from own foreign offices, edge and agreement subsidiaries, and IBFs; asset (Call Report)
2012q1	New	443192613			Savings institutions; net due to own foreign offices, edge and agreement subsidiaries, and IBFs; liability (Call Report)
2012q1	New	443120703			Savings institutions; transaction deposits due to depository institutions in the U.S.; liability
2012q1	New	443130703			Savings institutions; nontransaction deposits due to depository institutions in the U.S.; liability
2012q1	New	733069013	F.216, L.216	18, 18	Holding companies; other loans and advances due from U.S. addressees; asset
2012q1	New	733069023	F.216, L.216	19, 19	Holding companies; other loans and advances due from foreign addressees; asset
2012q1	New	263194763			Rest of the world; foreign bank subsidiaries transactions due to holding companies; liabilities
2012q1	New	263194735	F.106, F.128, F.229, S.9.Q, S.9.Q, S.9.A, S.9.A, L.106, L.128, L.229	57, 17, 38, 61, 138, 61, 138, 43, 15, 32	Rest of the world; net transactions due to holding companies; liability
2012q1	New	263094763			Rest of the world; foreign bank subsidiaries transactions due from holding companies; asset
2012q1	New	263194765			Rest of the world; foreign bank subsidiaries net transactions due to holding companies; liabilities
2012q1	New	314122005	S.7.Q, S.7.A, S.7.Q, S.7.A	60, 66, 124, 130	Federal government; debt securities; liability
2012q1	New	364122405			Consolidated governments; short-term debt securities; liability
2012q1	New	703065105			Private depository institutions; home mortgages, including farm houses; asset
2012q1	New	703065405			Private depository institutions; multifamily residential mortgages; asset
2012q1	New	703065505			Private depository institutions; commercial mortgages; asset
2012q1	New	703065605			Private depository institutions; farm mortgages; asset
2012q1	New	703122605			Private depository institutions; checkable deposits due to rest of the world; liability
2012q1	New	703129205			Private depository institutions; checkable deposits due to private domestic sectors; liability
2012q1	New	443066303			Savings institutions; leases to households; asset (Call Report; consolidated)
2012q1	New	763066305			U.S.-chartered depository institutions; leases to households; asset (Call Report; consolidated)
2012q1	New	703169175	F.109, L.109	29, 26	Private depository institutions; open market paper; liability
2012q1	103169525	Deleted	F.216, L.216	18, 18	Nonfinancial corporate business; savings institutions loans; liability
2012q1	103169545	Deleted	F.216, L.216	21, 21	Nonfinancial corporate business; credit unions loans; liability
2012q1	113169525	Deleted	F.216, L.216	19, 19	Nonfinancial noncorporate business; savings institutions loans; liability
2012q1	113169545	Deleted	F.216, L.216	22, 22	Nonfinancial noncorporate business; credit unions loans; liability
2012q1	133168000	723068030			U.S.-chartered commercial banks; depository institution loans n.e.c. to farms; asset
2012q1	156007075	156007016	F.10	51	Households and nonprofit organizations; personal saving (NIPA concept; NIPA data) as a percentage of disposable personal income
2012q1	166111105	146111105			Nonfinancial business; proprietors' income with IVA and CCAdj 
2012q1	176007065	176007026	F.10	49	Personal sector; personal saving (FOF concept; FOF data) as a percentage of disposable personal income
2012q1	176007095	176007006	F.10	50	Personal sector; personal saving (NIPA concept; FOF data) as a percentage of disposable personal income
2012q1	193165005	Deleted			Private domestic nonfinancial sectors, excluding state and local governments; total mortgages; liability
2012q1	193165105	383165105			Domestic nonfinancial sectors; home mortgages; liability
2012q1	193165505	383165505			Domestic nonfinancial sectors; commercial mortgages; liability
2012q1	193168005	383168005	Flows_matrix, Levels_matrix	29:10, 19:10	Domestic nonfinancial sectors; depository institution loans n.e.c.; liability
2012q1	194104005	384104015			Domestic nonfinancial sectors; credit market instruments, excluding government sectors; liability
2012q1	203030000	723130120			U.S.-chartered commercial banks; total time and savings deposits due to state and local governments; liability
2012q1	253162005	383162005	Flows_matrix, Flows_matrix, Flows_matrix, Levels_matrix, Levels_matrix, Levels_matrix	27:10, 27:15, 27:16, 17:10, 17:15, 17:16	Domestic nonfinancial sectors; municipal securities and loans; liability
2012q1	273011725	273011765			International banking facilities of U.S.-chartered depository institutions; international reserves; asset
2012q1	273011763	273011703			International banking facilities of private depository institutions; international reserves; asset
2012q1	273111725	273111765			International banking facilities of U.S.-chartered depository institutions; international reserves; liability
2012q1	273111763	273111703			International banking facilities of private depository institutions; international reserves; liability
2012q1	273135763	273135703			International banking facilities of private depository institutions; large time deposits; liability
2012q1	274000725	274000765			International banking facilities of U.S.-chartered depository institutions; total currency and deposits; asset
2012q1	274000760	274000700			International banking facilities of private depository institutions; total currency and deposits; asset
2012q1	274090725	274090765			International banking facilities of U.S.-chartered depository institutions; total financial assets 
2012q1	274090765	274090705			International banking facilities of private depository institutions; total financial assets 
2012q1	274100725	274100765			International banking facilities of U.S.-chartered depository institutions; total currency and deposits; liability
2012q1	274100760	274100700			International banking facilities of private depository institutions; total currency and deposits; liability
2012q1	274190725	274190765			International banking facilities of U.S.-chartered depository institutions; total financial liabilities 
2012q1	274190765	274190705			International banking facilities of private depository institutions; total financial liabilities 
2012q1	275000725	275000765			International banking facilities of U.S.-chartered depository institutions; net lending (+) or borrowing (-) (financial account)
2012q1	275000765	275000705			International banking facilities of private depository institutions; net lending (+) or borrowing (-) (financial account)
2012q1	293168005	Deleted	F.215, L.215	2, 2	All nonfinancial sectors except federal government; bank loans not elsewhere classified; liability
2012q1	293169723	723069703			U.S.-chartered commercial banks; customers' liability on acceptances; asset
2012q1	293169750	753069700			Foreign banking offices in the U.S.; customers' liability on acceptances; asset
2012q1	313030003	723130130	S.7.Q, S.7.A, S.7.Q, S.7.A	38, 44, 101, 107	U.S.-chartered commercial banks; total time and savings deposits due to federal government; liability
2012q1	424002005	424004005			Government-sponsored enterprises and federally related mortgage pools; credit and equity market instruments; asset
2012q1	442050005	442050003			Savings institutions; federal funds and security repurchase agreements; asset
2012q1	442050053	Deleted			Savings institutions OTS reporters; federal funds and security repurchase agreements; asset
2012q1	442050063	Deleted			Savings institutions FDIC reporters; federal funds and security repurchase agreements; asset
2012q1	442150053	Deleted			Savings institutions OTS reporters; federal funds and security repurchase agreements; liability
2012q1	442150063	Deleted			Savings institutions FDIC reporters; federal funds and security repurchase agreements; liability
2012q1	443013053	443013003			Savings institutions; depository institution reserves; asset
2012q1	443020053	Deleted			Savings institutions OTS reporters; checkable deposits and currency; asset
2012q1	443020063	Deleted			Savings institutions FDIC reporters; checkable deposits and currency; asset
2012q1	443030053	Deleted	F.114, F.205, L.114, L.205	6, 23, 4, 23	Savings institutions OTS reporters; total time and savings deposits; asset
2012q1	443061105	443061103			Savings institutions; Treasury securities; asset
2012q1	443061153	Deleted			Savings institutions OTS reporters; Treasury securities; asset
2012q1	443061163	Deleted			Savings institutions FDIC reporters; Treasury securities; asset
2012q1	443061363	443061303			Savings institutions; agency issued commercial mortgage pass-through securities; asset
2012q1	443061463	443061403			Savings institutions; agency issued commercial CMOs and other structured MBS; asset
2012q1	443061653	Deleted			Savings institutions OTS reporters; agency issued residential CMOs and other structured MBS; asset
2012q1	443061663	Deleted			Savings institutions FDIC reporters; agency issued residential CMOs and other structured MBS; asset
2012q1	443061675	443061603			Savings institutions; agency issued residential CMOs and other structured MBS; asset
2012q1	443061753	Deleted			Savings institutions OTS reporters; agency and GSE-backed securities, excluding agency MBS and CMOs; asset
2012q1	443061755	Deleted			Savings institutions OTS reporters; agency- and GSE-backed securities; asset
2012q1	443061763	Deleted			Savings institutions FDIC reporters; agency- and GSE-backed securities, excluding agency MBS and CMOs; asset
2012q1	443061765	Deleted			Savings institutions FDIC reporters; agency- and GSE-backed securities; asset
2012q1	443061775	443061773			Savings institutions; agency- and GSE-backed securities, excluding agency MBS and CMOs; asset
2012q1	443061853	Deleted			Savings institutions OTS reporters; agency issued residential mortgage pass-through securities; asset
2012q1	443061863	Deleted			Savings institutions FDIC reporters; agency issued residential mortgage pass-through securities; asset
2012q1	443061875	443061803			Savings institutions; agency issued residential mortgage pass-through securities; asset
2012q1	443062005	443062003			Savings institutions; municipal securities and loans; asset
2012q1	443062053	Deleted			Savings institutions OTS reporters; municipal securities and loans; asset
2012q1	443062063	Deleted			Savings institutions FDIC reporters; municipal securities and loans; asset
2012q1	443063053	Deleted			Savings institutions OTS reporters; corporate and foreign bonds, excluding private MBS and CMOs; asset
2012q1	443063055	Deleted			Savings institutions OTS reporters; corporate and foreign bonds; asset
2012q1	443063063	Deleted			Savings institutions FDIC reporters; corporate and foreign bonds, excluding private MBS and CMOs; asset
2012q1	443063065	Deleted			Savings institutions FDIC reporters; corporate and foreign bonds; asset
2012q1	443063075	443063073			Savings institutions; corporate and foreign bonds, excluding private MBS and CMOs; asset
2012q1	443063653	Deleted			Savings institutions OTS reporters; private residential CMOs and other structured MBS; asset
2012q1	443063663	Deleted			Savings institutions FDIC reporters; private residential CMOs and other structured MBS; asset
2012q1	443063675	443063603			Savings institutions; private residential CMOs and other structured MBS; asset
2012q1	443063963	443063903			Savings institutions; private commercial CMOs and other structured MBS; asset
2012q1	443064105	443064103			Savings institutions; corporate equities (book value); asset
2012q1	443064153	Deleted			Savings institutions OTS reporters; corporate equities (book value); asset
2012q1	443064163	Deleted			Savings institutions FDIC reporters; corporate equities (book value); asset
2012q1	443064175	443064103			Savings institutions; corporate equities (book value); asset
2012q1	443065105	443065100			Savings institutions; home mortgages; asset
2012q1	443065150	Deleted			Savings institutions OTS reporters; home mortgages; asset
2012q1	443065163	Deleted			Savings institutions FDIC reporters; home mortgages; asset
2012q1	443065253	Deleted			Savings institutions OTS reporters; home equity loans; asset
2012q1	443065263	Deleted			Savings institutions FDIC reporters; home equity loans; asset
2012q1	443065353	Deleted			Savings institutions OTS reporters; home mortgages secured by junior liens; asset
2012q1	443065363	Deleted			Savings institutions FDIC reporters; home mortgages secured by junior liens; asset
2012q1	443065405	443065403			Savings institutions; multifamily residential mortgages; asset
2012q1	443065453	Deleted			Savings institutions OTS reporters; multifamily residential mortgages; asset
2012q1	443065463	Deleted			Savings institutions FDIC reporters; multifamily residential mortgages; asset
2012q1	443065505	443065503			Savings institutions; commercial mortgages; asset
2012q1	443065553	Deleted			Savings institutions OTS reporters; commercial mortgages; asset
2012q1	443065563	Deleted			Savings institutions FDIC reporters; commercial mortgages; asset
2012q1	443065605	443065603			Savings institutions; farm mortgages; asset
2012q1	443065653	Deleted			Savings institutions OTS reporters; farm mortgages; asset
2012q1	443065663	Deleted			Savings institutions FDIC reporters; farm mortgages; asset
2012q1	443065753	Deleted			Savings institutions OTS reporters; private residential mortgage-backed securities; asset
